"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","25","Update exercise","tests.exercises","2026-06-16","passed","2026-06-16","TestExercises","test_exercises","",""
"","19","Get file with incorrect file id","tests.files","2026-06-16","passed","2026-06-16","TestFiles","test_files","",""
"","14","Get user me","LMS service","2026-06-16","passed","2026-06-16","Get entity","Users","",""
"","17","Create file with empty filename","tests.files","2026-06-16","passed","2026-06-16","TestFiles","test_files","",""
"","302","Create course","tests.courses","2026-06-16","passed","2026-06-16","TestCourses","test_courses","",""
"","536","Create user","LMS service","2026-06-16","passed","2026-06-16","Create entity","Users","",""
"","18","Get file","tests.files","2026-06-16","passed","2026-06-16","TestFiles","test_files","",""
"","553","Login with correct email and password","tests.authentication","2026-06-16","passed","2026-06-16","TestAuthentication","test_authentication","",""
"","287","Create user","LMS service","2026-06-16","passed","2026-06-16","Create entity","Users","",""
"","309","Create file","tests.files","2026-06-16","passed","2026-06-16","TestFiles","test_files","",""
"","15","Get exercises","tests.exercises","2026-06-16","passed","2026-06-16","TestExercises","test_exercises","",""
"","32","Get courses","tests.courses","2026-06-16","passed","2026-06-16","TestCourses","test_courses","",""
"","21","Delete file","tests.files","2026-06-16","passed","2026-06-16","TestFiles","test_files","",""
"","284","Get exercise by id","tests.exercises","2026-06-16","passed","2026-06-16","TestExercises","test_exercises","",""
"","261","Create file with empty directory","tests.files","2026-06-16","passed","2026-06-16","TestFiles","test_files","",""
"","527","Create user","LMS service","2026-06-16","passed","2026-06-16","Create entity","Users","",""
"","290","Create exercise","tests.exercises","2026-06-16","passed","2026-06-16","TestExercises","test_exercises","",""
"","18","Delete exercise","tests.exercises","2026-06-16","passed","2026-06-16","TestExercises","test_exercises","",""
"","300","Update course","tests.courses","2026-06-16","passed","2026-06-16","TestCourses","test_courses","",""
