"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","532","Create user","LMS service","2026-06-10","passed","2026-06-10","Create entity","Users","",""
"","543","Create user","LMS service","2026-06-10","passed","2026-06-10","Create entity","Users","",""
"","58","Create file","tests.files","2026-06-10","passed","2026-06-10","TestFiles","test_files","",""
"","21","Update exercise","tests.exercises","2026-06-10","passed","2026-06-10","TestExercises","test_exercises","",""
"","36","Create course","tests.courses","2026-06-10","passed","2026-06-10","TestCourses","test_courses","",""
"","15","Get exercise by id","tests.exercises","2026-06-10","passed","2026-06-10","TestExercises","test_exercises","",""
"","34","Update course","tests.courses","2026-06-10","passed","2026-06-10","TestCourses","test_courses","",""
"","20","Delete exercise","tests.exercises","2026-06-10","passed","2026-06-10","TestExercises","test_exercises","",""
"","22","Delete file","tests.files","2026-06-10","passed","2026-06-10","TestFiles","test_files","",""
"","262","Create file with empty filename","tests.files","2026-06-10","passed","2026-06-10","TestFiles","test_files","",""
"","553","Login with correct email and password","tests.authentication","2026-06-10","passed","2026-06-10","TestAuthentication","test_authentication","",""
"","555","Create user","LMS service","2026-06-10","passed","2026-06-10","Create entity","Users","",""
"","25","Create exercise","tests.exercises","2026-06-10","passed","2026-06-10","TestExercises","test_exercises","",""
"","16","Create file with empty directory","tests.files","2026-06-10","passed","2026-06-10","TestFiles","test_files","",""
"","12","Get user me","LMS service","2026-06-10","passed","2026-06-10","Get entity","Users","",""
"","269","Get file with incorrect file id","tests.files","2026-06-10","passed","2026-06-10","TestFiles","test_files","",""
"","31","Get courses","tests.courses","2026-06-10","passed","2026-06-10","TestCourses","test_courses","",""
"","14","Get file","tests.files","2026-06-10","passed","2026-06-10","TestFiles","test_files","",""
"","23","Get exercises","tests.exercises","2026-06-10","passed","2026-06-10","TestExercises","test_exercises","",""
