"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14","Get user me","LMS service","2026-06-10","passed","2026-06-10","Get entity","Users","",""
"","36","Create course","tests.courses","2026-06-10","passed","2026-06-10","TestCourses","test_courses","",""
"","34","Update course","tests.courses","2026-06-10","passed","2026-06-10","TestCourses","test_courses","",""
"","267","Create file with empty directory","tests.files","2026-06-10","passed","2026-06-10","TestFiles","test_files","",""
"","556","Login with correct email and password","tests.authentication","2026-06-10","passed","2026-06-10","TestAuthentication","test_authentication","",""
"","56","Create file","tests.files","2026-06-10","passed","2026-06-10","TestFiles","test_files","",""
"","19","Delete exercise","tests.exercises","2026-06-10","passed","2026-06-10","TestExercises","test_exercises","",""
"","26","Get exercises","tests.exercises","2026-06-10","passed","2026-06-10","TestExercises","test_exercises","",""
"","17","Get exercise by id","tests.exercises","2026-06-10","passed","2026-06-10","TestExercises","test_exercises","",""
"","295","Delete file","tests.files","2026-06-10","passed","2026-06-10","TestFiles","test_files","",""
"","544","Create user","LMS service","2026-06-10","passed","2026-06-10","Create entity","Users","",""
"","558","Create user","LMS service","2026-06-10","passed","2026-06-10","Create entity","Users","",""
"","276","Create file with empty filename","tests.files","2026-06-10","passed","2026-06-10","TestFiles","test_files","",""
"","20","Update exercise","tests.exercises","2026-06-10","passed","2026-06-10","TestExercises","test_exercises","",""
"","288","Create user","LMS service","2026-06-10","passed","2026-06-10","Create entity","Users","",""
"","24","Create exercise","tests.exercises","2026-06-10","passed","2026-06-10","TestExercises","test_exercises","",""
"","15","Get file","tests.files","2026-06-10","passed","2026-06-10","TestFiles","test_files","",""
"","41","Get courses","tests.courses","2026-06-10","passed","2026-06-10","TestCourses","test_courses","",""
"","271","Get file with incorrect file id","tests.files","2026-06-10","passed","2026-06-10","TestFiles","test_files","",""
